"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"13050.837439875046","12866.789855887291","7570.0","7688.0","12882.06467710179","142.43333333333334","43.3004","30.82065715873936","100.14516666666665","0.08950557036540746"
