best score,best length,iteration,time,try
9193.812708,465,3,37.263,0
10348.8675,460,1,28.604,1
9139.594967,469,3,146.543,2
9210.892157,461,2,135.08,3
10251.66602,466,1,89.234,4
10569.0926,460,1,99.591,5
9961.584655,464,1,125.483,6
8933.711261,469,1,134.385,7
9461.402433,462,2,322.732,8
9305.802912,471,3,503.779,9
