"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"34943.07676842953","26923.841271137055","59057.0","61972.0","32754.10185409182","10.333333333333334","87.77383333333333","93.64166181820309","152.9976","199.95826913368185"
