"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"76912.08226334874","72194.05723689575","21345.0","21550.0","74457.3366867103","22.133333333333333","67.47023333333333","24.91170312383088","101.56450000000001","1.2430583738061762"
