"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"45308.102113887144","38944.47936783328","585.0","599.0","42595.27852753933","55.833333333333336","69.17773333333334","23.15133235003137","100.56636666666668","0.3891603236087448"
