"best score","Stddev-Best","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"42481.955651371216","988.220224783254","38537.23914617032","2468.0","2543.0","40336.74928469278","3.1","68.17713333333332","36.764532927278154","110.74040000000001","1.7802046104794835"
