"best score","Stddev-Best","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"33945.79183363775","275.15610742726034","32833.13023480721","21345.0","21924.0","33419.20206273112","20.233333333333334","55.36930000000002","25.962410239779754","101.46976666666669","0.9054391079254958"
