"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"20723.38117750969","18752.464079081285","6609.0","6849.0","19770.96539524246","11.6","79.77343333333332","24.815184816869735","103.78156666666669","2.753851105124494"
