"best score","Stddev-Best","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"11369.440613764353","51.804804620929225","11211.669686532572","460.0","464.0","11320.041914259682","153.9","49.482466666666646","31.205660090851264","100.16343333333337","0.0920384789595924"
