"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"121451.7013724983","107440.2163752015","59057.0","61366.0","117626.13727674463","6.666666666666667","41.75070000000001","32.5773612245555","104.1731666666667","2.0174830184874066"
