"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"61378.55191061356","59431.231026390175","21345.0","21802.0","60406.63953563822","13.166666666666666","67.28933333333333","27.86332168025685","102.89916666666664","1.8799489920324108"
