"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"6955.56509923289","6876.965987069751","460.0","463.0","6944.7899606668225","259.23333333333335","32.72813333333334","26.151181699064217","100.06009999999999","0.040051992072373595"
