"best score","Stddev-Best","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"47442.80975528434","1035.636649039431","42805.6350741997","6611.0","6773.0","44613.89432136046","6.166666666666667","76.02173333333333","35.75283647482255","108.23446666666668","1.4757958398503301"
