"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"21773.538335135967","20785.782308890408","59057.0","60454.0","21555.078308185806","15.2","49.78366666666667","24.904176087048384","101.40883333333335","0.8208171321115416"
