best score,best length,iteration,time,try
11369.44061,460,35,16.439,0
11327.45845,460,294,92.91,1
11351.11525,460,280,88.712,2
11369.44061,460,176,55.674,3
11312.0576,460,48,15.473,4
11312.0576,460,305,97.564,5
11281.82888,462,38,11.987,6
11217.07674,461,194,61.569,7
11251.40843,461,73,23.18,8
11242.88744,464,280,89.674,9
