"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"34907.9630274487","34386.539073726","7570.0","7570.0","34650.854307844886","82.16666666666667","42.041233333333324","26.25199149842414","100.21369999999999","0.16763037129145103"
