"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"22645.101852287655","21712.140157610345","21345.0","22112.0","22179.2229604274","27.033333333333335","62.69986666666667","22.57907917662649","100.93996666666663","0.9369002995326497"
