"best score","Stddev-Best","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"16942.271201632415","302.75300379589925","15521.380590953944","585.0","601.0","16501.31702648916","44.766666666666666","55.38483333333334","24.582073657771264","100.6605333333333","0.4121547025700099"
