"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"66208.98916692783","61452.97426524953","2456.0","2543.0","63569.99622600627","2.7","69.53586666666668","28.668593119124022","103.09660000000001","1.7534734710833526"
