"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"97033.49990223485","95679.48070126292","7570.0","7570.0","96573.10568813288","30.066666666666666","48.77929999999999","28.44887437461733","100.83783333333334","0.5788134761992706"
