"best score","Stddev-Best","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"10817.02430655039","587.9989462286549","8650.64368514638","460.0","475.0","9593.85078151287","1.8","537.6634333333334","432.5001499008457","1974.861466666667","4532.165250471793"
