"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"8114.016457900547","7624.195260511813","459.0","467.0","8006.824096851231","145.03333333333333","50.439766666666664","32.941814694358776","100.20023333333334","0.15486917356123567"
