"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"7400.042535175937","7124.359607815448","585.0","593.0","7283.045183972178","138.7","57.171699999999994","28.050349273318727","100.22786666666669","0.13323526853505777"
