"best score","Stddev-Best","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"21202.53546532942","0.0","21202.53546532942","7570.0","7570.0","21202.53546532942","54.36666666666667","21.302933333333332","15.225832827985046","100.1805","0.1176525422150121"
