"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"120270.65822743141","106438.37590168213","2468.0","2546.0","112799.7645983078","2.533333333333333","71.94333333333334","36.58993860606222","111.16439999999999","5.372080131376585"
