"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"22228.906837837734","19739.92072525379","459.0","468.0","21641.543523540033","109.16666666666667","51.857600000000005","29.376970780668923","100.24026666666667","0.2533781327599498"
