"best score","worst score","best length","worst length","average best","average iterations","avg.time-best","stddev.time-best","avg.time-Ants.total","stddev.time-Ants.total"
"22556.958472493207","21537.26043728737","21345.0","22180.0","22261.88192876754","27.266666666666666","63.74383333333334","24.411313410374714","100.9825666666667","0.5513431676422113"
